"",tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
2493,-632008704,negative,1,Bad Flight,1,Virgin America,,contimike,,0,@VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!,,2015-02-18 17:22:12 -0800,New York sort of!,
2494,-162078720,positive,0,,,Delta,,msitver,,0,@JetBlue @T5Sparrow Love it. They're cute,[0.0 0.0],2015-02-18 17:24:09 -0800,New York New York,Eastern Time (US & Canada)
2495,1591119873,negative,1,Late Flight,0.673,US Airways,,MendezJenn,,0,@USAirways why no ground crew at DCA when we're already Late Flight arriving #evenLate Flightr,,2015-02-18 17:25:56 -0800,,
2496,387215360,negative,1,Lost Luggage,1,US Airways,,tannapistolis,,0,@USAirways I have been doing that all day. Can't find my bag anywhere bc they're saying it was never scanned &amp; technically never left LAX.,,2015-02-18 17:26:27 -0800,,Eastern Time (US & Canada)
2497,123146241,negative,1,Damaged Luggage,0.6773,Delta,,edgarsantana,,0,@JetBlue I just submitted feedback for you @gripeo. Not a good way 2 handle baggage or customers: http://t.co/F6COpX1Fvj,,2015-02-18 17:26:51 -0800,ÜT: 40.96513-73.872957,Eastern Time (US & Canada)
2498,-547954688,negative,1,Late Flight,0.6947,Delta,,rabbilaufer,,0,@JetBlue 1472 FLL to LGA. This is getting old. 4th @JetBlue flight in 2.5 weeks 4th significant delay.,,2015-02-18 17:27:00 -0800,,Eastern Time (US & Canada)
2499,1284812800,positive,1,,,Southwest,,FNCNerd,,0,@SouthwestAir Thanks for replying I sen't my conf #! I love aviation and Southwest and all I wanted for my 18th was to fly SWA for the day!,,2015-02-18 17:27:34 -0800,Lake Buena Vista Florida,Central Time (US & Canada)
2500,1662300160,neutral,1,,,Southwest,,FNCNerd,,0,@SouthwestAir So I am flying Chicago-LAX-PHX just to go spotting at LAX and PHX airports then I am flying back to Chicago :),,2015-02-18 17:28:10 -0800,Lake Buena Vista Florida,Central Time (US & Canada)
2501,-678150143,negative,0,Customer Service Issue,0.7033,Southwest,,Galanthusn,,0,@SouthwestAir could care more about their customer if there is a reasonable request :(,,2015-02-18 17:28:15 -0800,,
2502,30859264,negative,1,Cancelled Flight,1,US Airways,,dmorgancu,,0,@USAirways you have most likely lost my business. Terrible experience! Too many times stuck on Tarmac and last min Cancelled Flightled flights. #Done,[35.22447828 -80.93940943],2015-02-18 17:28:48 -0800,Clemson SC,Central Time (US & Canada)
2503,-724119552,negative,1,Late Flight,1,Delta,,rabbilaufer,,0,@JetBlue They told us 10 minutes almost 40 minutes ago.,,2015-02-18 17:30:39 -0800,,Eastern Time (US & Canada)
2504,504651777,positive,1,,,United,,TheVeganRD,,0,@united Thanks I will!,,2015-02-18 17:30:57 -0800,Port Townsend WA,Pacific Time (US & Canada)
2505,-1718177791,neutral,0,,0,Southwest,,Indyanna63,,0,"@SouthwestAir I had to travel to Savannah GA once again on an airline I don't ""Luv"". When r u going to fly me to Savannah? Pleeeease!!!!",,2015-02-18 17:31:28 -0800,,
2506,-1885937664,positive,1,,,US Airways,,bryanjholmes,,0,@USAirways on time today and from PHL! Nice work! #ThereIsAFirstForEverything,,2015-02-18 17:33:19 -0800,dublin ohio,Quito
2507,567717888,neutral,1,,,US Airways,,bobbyisaacson,,0,@USAirways so what is the  difference between Cancelled Flighting and reFlight Booking Problems - will that help me avoid a change fee?,,2015-02-18 17:34:38 -0800,San Francisco CA,Pacific Time (US & Canada)
2508,-447410176,negative,0,Flight Booking Problems,0.3523,Southwest,,Galanthusn,,0,"@SouthwestAir have a flight from Oakland to SNA at 7:30 and I asked if I can take 5:30 even there are 5 empty sests. Answer is ""No"". :(",,2015-02-18 17:36:19 -0800,,
2509,1779900416,neutral,0,,,Southwest,,alana_aro,,0,@SouthwestAir do you have all winners for @Imaginedragons #DestinationDragons,,2015-02-18 17:38:09 -0800,,
2510,-699109376,negative,1,Can't Tell,1,Southwest,,Galanthusn,,0,@SouthwestAir Yes - with extra $77. I wonder what are you going yo loose if there is room.,,2015-02-18 17:38:21 -0800,,
2511,1683226624,positive,1,,,US Airways,,LayneHillesland,,0,@USAirways finally rectified my flight situation! Thanks again,,2015-02-18 17:39:45 -0800,,
2512,-1273561087,negative,0,Late Flight,0.3336,United,,patrick_maness,,0,@united Please stall flight 1535 out of ORD. I have to get to SNA tonight.,,2015-02-18 17:40:27 -0800,Rhode Island,Eastern Time (US & Canada)
2513,-2112413696,negative,0,Late Flight,0.6859,US Airways,,TravisAJB,,0,@USAirways is the real MVP for holding up the flight connecting Philly to Tampa.,,2015-02-18 17:40:41 -0800,,Quito
2514,1003945985,negative,1,longlines,0.3363,US Airways,,MendezJenn,,0,@USAirways still waiting! Captain reports he's called 6 times to get ground crew....and still sitting on runway. #evenLate Flightr,,2015-02-18 17:42:01 -0800,,
2515,-132710400,negative,0,Flight Booking Problems,0.3366,United,,lorenzosimpson,,0,@united how long will it take for miles that i re-purchased (they had expired) to show up? I recieved an email that the request had been..,,2015-02-18 17:44:05 -0800,,Eastern Time (US & Canada)
2516,-388751360,negative,1,Customer Service Issue,1,US Airways,,BokaLaBoca,,0,@USAirways yeah you guys just told me to call the website that I booked from. I booked on your website. UNACCEPTABLE,[0.0 0.0],2015-02-18 17:45:16 -0800,,Pacific Time (US & Canada)
2517,1129746432,negative,0,Customer Service Issue,0.3719,US Airways,,sara_regis19,,0,@USAirways I would be willing to pay anything to change a flight! @AllegiantTravel does not! help!,,2015-02-18 17:46:51 -0800,"Puerto Rico ",
2518,-673779712,neutral,0,,,United,,georgetietjen,,0,@united @staralliance Very nice at LHR congrats but I'm sticking with AA/#BA. @AmericanAir @British_Airways,,2015-02-18 17:47:25 -0800,,
2519,-1768497152,neutral,0,,,Southwest,,bsrubin,,0,@SouthwestAir Looks like 'On February 19 2015 we will open our schedule for sale through October 30 2015' - know what time that will be?,,2015-02-18 17:47:28 -0800,Boston MA,Eastern Time (US & Canada)
2520,30863360,neutral,0,,0,United,,HelacoHLC,,0,@united We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)Thanks,,2015-02-18 17:48:46 -0800,EIN: 27-0575748 -New York -USA,
2521,1817636865,neutral,1,,,United,,lorenzosimpson,,0,@united i now see it's 72 hours. Thanks,,2015-02-18 17:50:16 -0800,,Eastern Time (US & Canada)
2522,920043520,negative,1,Lost Luggage,1,United,,skyjumper77,,0,@United OMG WHERE IS MY BAG??? YYZUA70435 - enough with the shenanigans already. It's getting real old real quick!!,,2015-02-18 17:53:54 -0800,,
2523,-803811328,negative,1,Customer Service Issue,1,US Airways,,drb1125,,0,@USAirways Emailed them a week ago and still nothing...,,2015-02-18 17:54:03 -0800,,
2524,374804480,neutral,1,,,Southwest,,jpagano11,,0,@SouthwestAir do new flights come out at midnight?,,2015-02-18 17:55:41 -0800,,Quito
2525,869543937,neutral,0,,0,Delta,,monia,,0,@JetBlue is yr site having trouble for mobile check in ?,,2015-02-18 17:58:19 -0800,san francisco CA,Pacific Time (US & Canada)
2526,-367587328,positive,1,,,United,,john_escreet,,0,@united yes #LHRT2 lounge is fantastic if only the US ones could be remotely similar!,,2015-02-18 17:58:36 -0800,New York,Eastern Time (US & Canada)
2527,-736841728,negative,0,Customer Service Issue,0.6304,United,,sjking2000,,0,@united I'm asking if you can simplify the communications- thx,,2015-02-18 17:59:08 -0800,California US,Pacific Time (US & Canada)
2528,-1722367999,negative,1,Customer Service Issue,1,United,,froyomama,,0,@united can you DM me? Been on hold with customer service very long time (53 min +) and getting the run-around. Thanks.,,2015-02-18 18:00:07 -0800,,Central Time (US & Canada)
2529,18276352,negative,1,Customer Service Issue,1,US Airways,,tlbelote,,0,@USAirways attempting ckin for flight on 2/19 all day site unable to retrieve details.  Called twice and disconnected.,,2015-02-18 18:00:33 -0800,,Quito
2530,-703156224,negative,1,Late Flight,0.6702,US Airways,,MendezJenn,,0,@USAirways it shouldn't take longer to get to the gate than the flight itself takes.... 59 minutes flying time - 47 minutes on runway so far,,2015-02-18 18:01:05 -0800,,
2531,-1999360000,positive,1,,,United,,agolod13,,0,@united Very good flight thank you!,,2015-02-18 18:01:05 -0800,Chicago IL,
2532,1280770048,positive,1,,,Southwest,,SouthernBeau87,,0,@SouthwestAir I really appreciate you all's #BHM commercial that aired today during @BET's #BookofNegroes,,2015-02-18 18:01:08 -0800,The Bull City NC,Central Time (US & Canada)
2533,1783898112,neutral,0,,0,United,,mwbotelho,,0,@united Hopefully They will give me a feedback bafore my flight...,,2015-02-18 18:02:13 -0800,Curitiba,Brasilia
2534,1322696704,negative,1,Customer Service Issue,1,US Airways,,iamlisa222,,0,@USAirways well this is #nofun #nocustomerservice #onhold trying to make #reservations #nothappy http://t.co/m7MMq2f5FA,,2015-02-18 18:02:39 -0800,Wisconsin,Central Time (US & Canada)
2535,1280602113,positive,0,,,US Airways,,dMORE14,,0,@USAirways on Sunday! Can't wait! See you then,,2015-02-18 18:03:47 -0800,chu,Quito
2536,1876172800,negative,1,Customer Service Issue,1,Southwest,,l_miller91,,0,@SouthwestAir today you sporadically changed my flight departure 5 times &amp; left two hours Late Flight. Uncharacteristic of u http://t.co/TXhYJ40llG,,2015-02-18 18:04:42 -0800,Oklahoma,
2537,244785152,negative,1,Late Flight,1,US Airways,,dream_weaver96,,0,@USAirways delays to the max,[35.22476994 -80.93932077],2015-02-18 18:06:09 -0800,"Murfreesboro- Memphis  ",Central Time (US & Canada)
2538,588705792,neutral,1,,,United,,Sophia_Goulet,,0,@united hey! think someone could meet me with my book when I arrive at @loganairports at 10:30? It's yes please #amypoehler. Oscar took it.,,2015-02-18 18:08:31 -0800,Dodging Traffic,Quito
2539,1679200256,neutral,0,,,United,,ghidinelli,,0,@united sprinted from C concourse to E and just made it. Coughed up a lung in the process but am now in CLT! Tnx!,[35.21498347 -80.96071981],2015-02-18 18:09:06 -0800,San Francisco California,Pacific Time (US & Canada)
2540,-715886592,positive,1,,,United,,pnjarich,,0,@united no worries - after everyone boarded the cushions were brought in. Took a while but they made it here.,,2015-02-18 18:12:08 -0800,ÜT: 38.006902-78.502005,Quito
2541,211197952,positive,1,,,United,,gasbabe,,0,@united @staralliance was there few weeks ago AWESOMEbright vibrant and NO habitrails,,2015-02-18 18:12:22 -0800,Chicagoland,
2542,-2137767936,positive,0,,,Delta,,mvfilmfestival,,0,@JetBlue The 13th Annual Martha's Vineyard African American Film Festival  August 10-15 2015   Our attendees deserve a great flight to MV??,,2015-02-18 18:12:55 -0800,New York,Eastern Time (US & Canada)
2543,1456746497,negative,1,Customer Service Issue,1,United,,TheMouthLAKings,,0,@united negative. Done wasting time with amateurs at customer service. Thanks for at least offering.,,2015-02-18 18:12:59 -0800,Q's Staples Center,Pacific Time (US & Canada)
2544,248946688,negative,1,Can't Tell,0.3608,US Airways,,ClareGannon,,0,@USAirways you used to have an evening flight DCA-DSM and an early AM return. Now it's middle of the work day for both. Inconvenient.,,2015-02-18 18:13:39 -0800,,Eastern Time (US & Canada)
2545,1167372288,positive,1,,,Southwest,,imdancoop,,1,@southwestair Amazing view on the approach to LAX tonight. http://t.co/a68d5fULmH,,2015-02-18 18:15:58 -0800,Rockwall TX,
2546,-1370202112,negative,0,Cancelled Flight,0.3367,United,,ousoonerfanatic,,0,@united @staralliance Now do the right thing and reinstate the tickets you voided #UnitedFail,,2015-02-18 18:16:53 -0800,Semiahmoo WA Soonerland,Pacific Time (US & Canada)
2547,899063808,negative,1,Customer Service Issue,1,US Airways,,iamlisa222,,0,@USAirways can you explain why I am on hold over an hour .Other than I'm dumb and should be using a different airline #wth,,2015-02-18 18:17:12 -0800,Wisconsin,Central Time (US & Canada)
2548,-971571200,positive,1,,,Delta,,CapeMcMoose,,0,@JetBlue Amazingly Awesome customer service from your reservation agents tonight. Helping correct a mistake. I so love this airline. :),,2015-02-18 18:17:45 -0800,,Arizona
2549,1045897217,negative,0,Can't Tell,0.664,United,,SergioESalas,,0,@united screwed over my professor. Maybe we should tell everyone about @Skiplagged ? #aviation #airport #airline #innovation #startups #tech,,2015-02-18 18:18:45 -0800,,Central Time (US & Canada)
2550,2039767040,negative,0,Flight Booking Problems,0.3594,Southwest,,azcindy38,,0,@SouthwestAir I fly SWA a lot - ALWAYS purchase EB and NEVER past A30... Rethinking the SWA process.  Very misleading.,,2015-02-18 18:21:42 -0800,"Chandler AZ ",Arizona
2551,14069760,positive,1,,,United,,elisanader,,0,@united okay - thanks for your help JT! I appreciate your time!,,2015-02-18 18:21:49 -0800,"D.C.ish ",Eastern Time (US & Canada)
2552,-715730944,positive,1,,,US Airways,,CAVHkraMriA,,0,@USAirways landed safely everything worked out.,,2015-02-18 18:22:36 -0800,,Eastern Time (US & Canada)
2553,-40431616,negative,1,Customer Service Issue,1,United,,ravlitcofsky,,0,@united #CustomerService #fail long time flyer switching airlines #frustrated,,2015-02-18 18:24:28 -0800,,Atlantic Time (Canada)
2554,5697536,negative,0,Lost Luggage,0.3419,United,,vina_love,,0,@united yes I have,,2015-02-18 18:24:37 -0800,ny,Quito
2555,2043981824,negative,1,Can't Tell,0.6702,United,,jbeddigs,,1,@united. Worst flying experiences ever the past three days. Your airline needs to get it together. Lost a customer with me,,2015-02-18 18:25:45 -0800,Chicago IL,
2556,274108416,positive,1,,,US Airways,,MarisaCavanaugh,,0,@usairways 4 flights in 48hrs &amp; I've had the same flight attendant for 3 of those flights. Freaky coincidence! Plus side she's great. :),,2015-02-18 18:25:54 -0800,NYC,Eastern Time (US & Canada)
2557,273948672,neutral,1,,,US Airways,,cakurth,,0,@USAirways please follow me so I can DM you about something,,2015-02-18 18:29:28 -0800,,Quito
2558,-1210650624,neutral,0,,0,United,,140JustinC,,0,@united was in the air. Just DMd you,,2015-02-18 18:29:54 -0800,Fredericton NB,Atlantic Time (Canada)
2559,2140581888,positive,1,,,Southwest,,sewmeup,,0,@SouthwestAir you guys are so clever 😃 http://t.co/qn5odUGFqK,,2015-02-18 18:30:49 -0800,Wisconsin,Central Time (US & Canada)
2560,-1177096192,negative,1,Cancelled Flight,0.6751,Southwest,,lisalivingwell,,0,@SouthwestAir flight Cancelled Flighted tonight and was told I won't receive a travel voucher for the inconvenience. Is that really your policy?,,2015-02-18 18:31:56 -0800,Milwaukee,Central Time (US & Canada)
2561,-1693188095,negative,0,Flight Booking Problems,0.3445,United,,theLOdown94,,0,@united final destination was booked through United but with quantas. United has not yet contacted Auckland. I am unaware of case ID number,,2015-02-18 18:32:39 -0800,,Atlantic Time (Canada)
2562,1318518785,negative,1,Customer Service Issue,1,US Airways,,iamlisa222,,0,@USAirways this is more than having patience. This is not acceptable. http://t.co/N7pSuEJDC8,,2015-02-18 18:32:56 -0800,Wisconsin,Central Time (US & Canada)
2563,-1005150208,neutral,0,,0,United,,doug_kurtz,,0,@United should find a way to distinguish boarding of premier members and credit card holders. Group 2 is too big!,,2015-02-18 18:36:18 -0800,Dallas TX,Mountain Time (US & Canada)
2564,-556462080,positive,0,,,United,,travel_today,,0,@United is the best way to re-unite me with my one true love shopping in USA's fashion capital #NewYork #unitedVUSA http://t.co/rBn7StUij1,,2015-02-18 18:36:28 -0800,Sydney Australia,Sydney
2565,-950771712,negative,1,Late Flight,1,United,,themkhiggy,,0,@united I bet @SouthwestAir doesn't turn a thirty minute delay on an original flight into a 7+ hour delayed arrive time,,2015-02-18 18:36:35 -0800,Houston TX,Central Time (US & Canada)
2566,835981312,positive,0,,,Delta,,amourEspinosa,,0,@JetBlue u cool,,2015-02-18 18:37:22 -0800,,Atlantic Time (Canada)
2567,1398030338,positive,1,,,United,,froyomama,,0,@united thanks,,2015-02-18 18:38:45 -0800,,Central Time (US & Canada)
2568,-1164693503,positive,1,,,Southwest,,yancey_jake,,0,@SouthwestAir - Great flight from Phoenix to Dallas tonight!Great service and ON TIME! Makes @timieyancey very happy! http://t.co/TkVCMhbPim,,2015-02-18 18:39:21 -0800,,
2569,685150208,negative,1,Customer Service Issue,0.6838,US Airways,,iamlisa222,,0,@USAirways yup 1:34 minutes was my limit of waiting on hold so thanks for nothing,,2015-02-18 18:40:15 -0800,Wisconsin,Central Time (US & Canada)
2570,1016356864,negative,1,Late Flight,1,United,,vassko,,0,@united this is not what captain said! Your 820pm flight to San Francisco is delayed due to weather. UA1416 now departs ....#failagain,[41.97826134 -87.91247425],2015-02-18 18:40:44 -0800,San Francisco CA,Pacific Time (US & Canada)
2571,-178864127,negative,0,Late Flight,0.702,Southwest,,aryehmon,,0,@SouthwestAir sat on a plane for 2+ hrs on 2/15! Then we finally took off.. :(,,2015-02-18 18:41:00 -0800,,
2572,-1609113600,positive,1,,,Virgin America,,Joaquin68443,,0,@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI,,2015-02-18 18:41:58 -0800,714 to 972,
2573,588709888,negative,1,Late Flight,0.6544,Delta,,JustRhinoceros,,0,@JetBlue I want you to pay for my parking fee at Orlando airport because your app told me my moms flight landed at 9:19 and it lied,,2015-02-18 18:42:34 -0800,"Saint Leo ",Eastern Time (US & Canada)
2574,-32071679,negative,0,Late Flight,0.6339,Delta,,JustRhinoceros,,0,@JetBlue it says it is now 9:58 you owe me,,2015-02-18 18:43:08 -0800,"Saint Leo ",Eastern Time (US & Canada)
2575,-1663639551,positive,1,,,United,,MikeFromRBLX,,0,@united Okay thank you for your help :),,2015-02-18 18:43:35 -0800,roblox.com,Eastern Time (US & Canada)
2576,-464089088,positive,1,,,US Airways,,dream_weaver96,,0,@USAirways thank you for fixing my 5 hour delay.,[35.22209167 -80.95237732],2015-02-18 18:45:42 -0800,"Murfreesboro- Memphis  ",Central Time (US & Canada)
2577,-866893824,neutral,1,,,United,,MichHardyTV,,0,@united @VUSA_Australia I'm just an Aussie cowgirl lookin' for my cowboy. Take me to Fort Worth Estelle says I'll find him there!,[-33.87144962 151.20821275],2015-02-18 18:45:55 -0800,Sydney,Hawaii
2578,924225538,positive,1,,,Delta,,BellaBriscoe,,0,@JetBlue I will! Thank you!,[40.64610291 -73.78666687],2015-02-18 18:45:59 -0800,,
2579,1934893056,neutral,1,,,Delta,,KyleComer_,,5,“@JetBlue: @KyleComer_ JetBlue reLate Flightd this time? ;)” no... But why won't school be Cancelled Flighted? it's very cold out,,2015-02-18 18:46:12 -0800,virginia,Atlantic Time (Canada)
2580,-1353449472,negative,1,Bad Flight,0.6523,Delta,,Tostie,,0,@JetBlue What happened w/#19 from BOS-SAN? My mother is onboard &amp; the crew was evasive as to why they had to return to BOS the first time.,,2015-02-18 18:47:08 -0800,Waltham MA,Eastern Time (US & Canada)
2581,-925462528,positive,1,,,Southwest,,emshafer,,0,@SouthwestAir Fantastic! Thank you!,,2015-02-18 18:47:12 -0800,"ATLANTA ",Eastern Time (US & Canada)
2582,-971722752,negative,0,Customer Service Issue,0.6307,Virgin America,,edzme,,0,@VirginAmerica Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!,,2015-02-18 18:47:14 -0800,The other side,
2583,-44756992,neutral,0,,0,Southwest,,scottmerkin,,0,@SouthwestAir So there were 134 early-bird check-ins because I was told there were no flythroughs? Good flight otherwise ~,,2015-02-18 18:47:55 -0800,Chicago,Quito
2584,785817600,positive,0,,,Delta,,itzryyo,,0,@JetBlue btw her name was Samantha and she won over everyone on the flight,[0.0 0.0],2015-02-18 18:50:23 -0800,,Eastern Time (US & Canada)
2585,1381306368,neutral,1,,,United,,STLStude,,0,@united I have flights that don't appear to have been applied to my MileagePlus account. Can you help?,,2015-02-18 18:51:14 -0800,Austin TX,Central Time (US & Canada)
2586,-418119680,negative,0,Flight Attendant Complaints,0.3563,Delta,,Tostie,,0,"@JetBlue My mother had overheard a personnel ask the attendant if ""the passengers really knew what was going on"" and the attendant said no.",,2015-02-18 18:51:17 -0800,Waltham MA,Eastern Time (US & Canada)
2587,-224985088,negative,0,Can't Tell,0.684,Delta,,bradingalls,,0,@JetBlue can you tweet #closepwcs to get the word out?😢,,2015-02-18 18:51:36 -0800,,
2588,672415744,negative,0,Late Flight,0.3804,Delta,,Tostie,,0,@JetBlue If it was simply a minor mechanical why would they say that?,,2015-02-18 18:51:45 -0800,Waltham MA,Eastern Time (US & Canada)
2589,668250112,negative,1,Can't Tell,0.3565,US Airways,,f0ll0wer99,,0,@USAirways My wife had flight changes due to weather now she cant checkin to her return flight and it fails Is it possible usair Cancelled Flightled,,2015-02-18 18:53:42 -0800,,Central Time (US & Canada)
2590,1775706113,negative,1,Can't Tell,0.6625,US Airways,,od2be2003,,0,@USAirways no your not!,,2015-02-18 18:55:10 -0800,Dallas TX,Eastern Time (US & Canada)
2591,2107019264,neutral,0,,,Delta,,xcuteafi,,0,@JetBlue are you my friend?!,,2015-02-18 18:55:39 -0800,im 5sos af :))),Eastern Time (US & Canada)
2592,-703307776,negative,1,Lost Luggage,0.6801,US Airways,,scheds14,,0,@USAirways been on hold for over an hour still don't know where my bags are won't refund me my flight?!?! It wasn't weather!!,,2015-02-18 18:58:02 -0800,Phoenix AZ,
2593,878125056,neutral,0,,,Delta,,xcuteafi,,0,@JetBlue Can you do me a huge favor?!🙏❤️,,2015-02-18 18:58:25 -0800,im 5sos af :))),Eastern Time (US & Canada)
2594,1968459776,neutral,0,,0,Southwest,,yancey_jake,,0,@SouthwestAir if a passngr requires wheelchair to gt on plane then sits in an exit row wld they b physically capable to help in emergency?,,2015-02-18 18:59:07 -0800,,
2595,798416896,positive,0,,,Delta,,xcuteafi,,0,@JetBlue #ClosePWCS please just tweet this🙏🙏❤️ I fly jetblue every time btw😏,,2015-02-18 19:00:06 -0800,im 5sos af :))),Eastern Time (US & Canada)
2596,513208321,negative,1,Late Flight,1,United,,markymark928,,1,@united are you trying to break a world record for most delayed flights in a year?,,2015-02-18 19:01:33 -0800,Buffalo Ny,Quito
2597,-73986048,neutral,0,,0,Delta,,xcuteafi,,0,@JetBlue I cri,,2015-02-18 19:01:58 -0800,im 5sos af :))),Eastern Time (US & Canada)
2598,1263988737,negative,1,Flight Booking Problems,0.3539,US Airways,,mma718,,0,@USAirways My flight finally arrived in Charlotte.  They booked my luggage thru to lga but no room on flight for me.  What a mess,,2015-02-18 19:02:04 -0800,Queens New York,
2600,-1248579584,neutral,1,,,Delta,,CathleenBystrak,,0,@JetBlue Can you tell me which days you fly direct BUF - FLL and FLL - BUF?,,2015-02-18 19:03:17 -0800,Great Lakes,
2601,1884749825,negative,1,Late Flight,0.6733,US Airways,,KBStrauss,,0,@USAirways how does an airline misplace an airline attendant?!! been at Reagan airport since 1pm10:15 to Cincy is delayed trying to find her,,2015-02-18 19:03:20 -0800,New York City,Eastern Time (US & Canada)
2602,-1093210111,neutral,1,,,US Airways,,KBStrauss,,0,@USAirways really!??,,2015-02-18 19:03:43 -0800,New York City,Eastern Time (US & Canada)
2603,-1395376128,negative,1,Can't Tell,0.6458,United,,Atrain_8,,3,"@united you're missin the point! There was no ""weather"". You're lying! Seats was broken. But u claim ""weather"" to get out of hotels. Classy",,2015-02-18 19:04:19 -0800,,
2604,1452556288,negative,1,Late Flight,1,Delta,,zbarry1015,,0,@JetBlue 2 hour delay while sitting on the plane and you still wanna charge me for beer? Nah I'm good.,,2015-02-18 19:04:25 -0800,Boston MA,Eastern Time (US & Canada)
2605,664186880,positive,1,,,Virgin America,,GeorgettePierre,,0,@VirginAmerica thank you,,2015-02-18 19:07:06 -0800,your third eye...,Eastern Time (US & Canada)
2606,437706752,negative,1,Customer Service Issue,0.6701,US Airways,,bhardwaj_j,,0,@USAirways : i have been trying to reach dividend miles  to extend my ticket for last 3 days  20 + calls and i get a message to call back,,2015-02-18 19:07:22 -0800,,
2607,1016537088,negative,1,Customer Service Issue,1,US Airways,,bhardwaj_j,,0,@USAirways : its just a very bad customer service experience// can you help,,2015-02-18 19:07:53 -0800,,
2608,-1927880703,negative,0,Bad Flight,0.3368,US Airways,,AYoungWVU,,0,@USAirways Thanks for calling me about my 10:00p redirected flight at 10:07p. #SmoothOperation,,2015-02-18 19:08:51 -0800,Scott Depot WV,
2609,-917237760,negative,1,Bad Flight,0.3365,United,,Atrain_8,,3,"@united you can't claim ""weather"" with your hardworking crew pulling seats out of a plane! Do the right thing. But we both know you won't",,2015-02-18 19:10:00 -0800,,
2610,659984385,positive,1,,,Delta,,carleycalla,,1,@JetBlue Jua at JFK 'Just Ask' desk was incredibly helpful! Thanks!,,2015-02-18 19:10:59 -0800,Boston Massachusetts,Mountain Time (US & Canada)
2611,1498873856,negative,1,longlines,1,US Airways,,vallie_grl,,0,@USAirways really frustrating to be endlessly waiting at PHL for a ground crew to taxi us in at 10pm at night. Why is this taking so long?!,,2015-02-18 19:12:34 -0800,,Atlantic Time (Canada)
2612,-820768768,neutral,1,,,US Airways,,RebeccaHaber,,0,@USAirways I found a flight I want on @CheapOair. Is my @AmericanAir AA Advantage # applicable to earn miles on it since you're merging?,[33.79727578 -117.85043081],2015-02-18 19:13:29 -0800,"NY/SoCal ",Pacific Time (US & Canada)
2613,-2024353792,negative,1,Lost Luggage,1,US Airways,,RuelBass,,0,@USAirways lost our luggage. #yay,,2015-02-18 19:15:31 -0800,ÜT: 41.233943-74.3966664,Eastern Time (US & Canada)
2614,-1428942848,neutral,0,,0,Southwest,,frayoub,,0,@SouthwestAir heard you are saving 30k a year on fuel not carrying around those skymall's #ripskymall,,2015-02-18 19:17:30 -0800,,
2615,1494679554,negative,1,Lost Luggage,1,US Airways,,DillardJ32,,0,@USAirways @AmericanAir 2 trips in a row with missing luggage. Just like last time. I pay for baggage to be transported.,,2015-02-18 19:17:59 -0800,Anoka MN,Central Time (US & Canada)
2616,-694943744,neutral,0,,0,US Airways,,bobbyisaacson,,0,@USAirways will I get the full amount credited to my account for US Airways credit?,,2015-02-18 19:18:11 -0800,San Francisco CA,Pacific Time (US & Canada)
2617,-2070659072,neutral,1,,,United,,MarshBrentnall,,0,@united can you please tell me where United flies to from Sydney Australia - pref Asia Pac or US as I have a voucher to redeem.,[0.0 0.0],2015-02-18 19:18:18 -0800,Rozelle NSW,Sydney
2618,-988524544,positive,0,,,United,,caitieamanda,,0,@united I forgot that Intl flights out of LAX don't go from Intl Terminal! Easiest re-check in ever! woo!,,2015-02-18 19:18:33 -0800,Brisbane Australiaaa!,Brisbane
2619,-1932259326,negative,0,Can't Tell,0.3798,United,,caitieamanda,,0,@united Funny thing happened we arrived on our flight from Denver at the same gate we are currently scheduled to depart for Sydney at! LOL!,,2015-02-18 19:19:14 -0800,Brisbane Australiaaa!,Brisbane
2620,-476819455,negative,1,Bad Flight,0.7124,United,,jjpd5,,0,@united how come the crew traveling on the flight gets a better seat and I get stuck checking my bag and the crews bag got on the flight.,,2015-02-18 19:21:21 -0800,,
2621,1008013312,negative,1,Lost Luggage,1,United,,vina_love,,0,@united this is despicable I spoke to  many diff people &amp; everyone is telling me something different I have a claim no. I need my bag now,,2015-02-18 19:22:05 -0800,ny,Quito
2622,51810304,neutral,0,,0,United,,140JustinC,,0,@united any chance you could look into my problem from earlier?,,2015-02-18 19:23:01 -0800,Fredericton NB,Atlantic Time (Canada)
2623,-1495879679,negative,1,Customer Service Issue,0.6292,United,,simplyweber,,1,@united was such a better airline when you were Continental. $75 service fee + $75 Flight Booking Problems fee + $25 talk to a human fee: FU!!!,,2015-02-18 19:23:14 -0800,East Hanover NJ,Eastern Time (US & Canada)
2624,1129775104,negative,1,Lost Luggage,0.3608,United,,laboyd99,,0,@united 2 hour flight from FLL to Ewr 1242 now waiting 1 hour plus for bags no sign yet. What gives????,,2015-02-18 19:25:32 -0800,,
